Time (UTCG),Position (x),Position (y),Position (z)
1 Oct 2025 10:30:00.000,6188.107459616569,2581.2449790498804,-1534.0503944754366
1 Oct 2025 10:30:10.000,6180.145276537926,2555.566339738096,-1607.3878055750408
1 Oct 2025 10:30:20.000,6171.340428789621,2529.6567793925033,-1680.5369913493987
1 Oct 2025 10:30:30.000,6161.735978644116,2503.4167814941866,-1753.4893339746252
1 Oct 2025 10:30:40.000,6151.2868335543635,2476.9622501908034,-1826.236230898631
1 Oct 2025 10:30:50.000,6140.035409705053,2450.19408909006,-1898.7690976281167
1 Oct 2025 10:31:00.000,6127.980060764203,2423.1210758745833,-1971.0793672821317
1 Oct 2025 10:31:10.000,6115.110676469403,2395.871785319504,-2043.0445112216105
1 Oct 2025 10:31:20.000,6101.403408436861,2368.3222689675727,-2114.8843507153497
1 Oct 2025 10:31:30.000,6086.924612124171,2340.5079417311117,-2186.362834795161
1 Oct 2025 10:31:40.000,6071.562702099842,2312.516799446452,-2257.698263176638
1 Oct 2025 10:31:50.000,6055.430476119755,2284.2792358086895,-2328.656243974967
1 Oct 2025 10:32:00.000,6038.491366690163,2255.790835274875,-2399.3415587487566
1 Oct 2025 10:32:10.000,6020.744593580578,2227.0609135430523,-2469.7458270288016
1 Oct 2025 10:32:20.000,6002.151109561895,2198.2037120640875,-2539.8606931122167
1 Oct 2025 10:32:30.000,5982.74975768383,2169.1233218363923,-2609.6778258399468
1 Oct 2025 10:32:40.000,5962.621535809205,2139.7410619783077,-2679.078936233392
1 Oct 2025 10:32:50.000,5941.604031238058,2110.2437955413143,-2748.276223637026
1 Oct 2025 10:33:00.000,5919.824248282605,2080.5687182046795,-2817.0420048912524
1 Oct 2025 10:33:10.000,5897.226282115021,2050.590350093851,-2885.5864949883935
1 Oct 2025 10:33:20.000,5873.832177899961,2020.5577925233197,-2953.6841608998525
1 Oct 2025 10:33:30.000,5849.666795391305,1990.2592938367775,-3021.4358289467123
1 Oct 2025 10:33:40.000,5824.711668885591,1959.9267611664127,-3088.7266751002844
1 Oct 2025 10:33:50.000,5798.935091926556,1929.332431893537,-3155.7626847915276
1 Oct 2025 10:34:00.000,5772.352958636831,1898.6056725534067,-3222.4285233349724
1 Oct 2025 10:34:10.000,5745.053322936617,1867.6743260186695,-3288.611264035199
1 Oct 2025 10:34:20.000,5716.951079731849,1836.6326643828347,-3354.409126282803
1 Oct 2025 10:34:30.000,5688.04729041663,1805.4911817932002,-3419.8142214263235
1 Oct 2025 10:34:40.000,5658.374128105183,1774.1616837805113,-3484.8186964955175
1 Oct 2025 10:34:50.000,5627.960148687658,1742.7730261524684,-3549.3123762707983
1 Oct 2025 10:35:00.000,5596.719314059319,1711.2016707284229,-3613.4928775671415
1 Oct 2025 10:35:10.000,5564.741990044964,1679.5940179041543,-3677.1484386147395
1 Oct 2025 10:35:20.000,5531.99943827315,1647.8460740266132,-3740.3737567273643
1 Oct 2025 10:35:30.000,5498.491942662203,1615.9705158170214,-3803.1612110169835
1 Oct 2025 10:35:40.000,5464.2199349703105,1583.9801551994776,-3865.5032210107547
1 Oct 2025 10:35:50.000,5429.250026511993,1551.9068615391013,-3927.2941069926783
1 Oct 2025 10:36:00.000,5393.519140133007,1519.7449029819807,-3988.626004731911
1 Oct 2025 10:36:10.000,5357.002186257566,1487.6009879704675,-4049.4915002606467
1 Oct 2025 10:36:20.000,5319.752703213944,1455.3007574863423,-4109.883224026505
1 Oct 2025 10:36:30.000,5281.815812904957,1422.970727993431,-4169.698754764957
1 Oct 2025 10:36:40.000,5243.077377425851,1390.4950038294228,-4229.121801848552
1 Oct 2025 10:36:50.000,5203.655487615761,1358.0180242859863,-4287.955753468981
1 Oct 2025 10:37:00.000,5163.5550850719865,1325.5534722978318,-4346.195864938313
1 Oct 2025 10:37:10.000,5122.6543706262955,1292.9879766295835,-4404.021257815022
1 Oct 2025 10:37:20.000,5081.102083829011,1260.3754161828233,-4461.240337165863
1 Oct 2025 10:37:30.000,5038.803682803755,1227.801099021308,-4517.938839816479
1 Oct 2025 10:37:40.000,4995.803321537229,1195.104876902685,-4574.109859141297
1 Oct 2025 10:37:50.000,4952.138536602723,1162.4969937335031,-4629.65806187599
1 Oct 2025 10:38:00.000,4907.774772342678,1129.801827564243,-4684.666877790261
1 Oct 2025 10:38:10.000,4862.692485791641,1097.1235077904087,-4739.129595324466
1 Oct 2025 10:38:20.000,4816.993728414952,1064.4131154335143,-4792.953733223564
1 Oct 2025 10:38:30.000,4770.580610851111,1031.7551004411846,-4846.220329076604
1 Oct 2025 10:38:40.000,4723.472530685178,999.0844003153588,-4898.922873114929
1 Oct 2025 10:38:50.000,4675.738013403475,966.5201488376057,-4950.971830983495
1 Oct 2025 10:39:00.000,4627.329154963599,933.9004894237149,-5002.445764584598
1 Oct 2025 10:39:10.000,4578.332038092966,901.2654298828572,-5053.257163618505
1 Oct 2025 10:39:20.000,4528.630949298248,868.7785889375375,-5103.482904481571
1 Oct 2025 10:39:30.000,4478.272860621751,836.2235601031992,-5153.116838389325
1 Oct 2025 10:39:40.000,4427.317729775017,803.7974059688839,-5202.074555539935
1 Oct 2025 10:39:50.000,4375.706746818471,771.3515922675233,-5250.430320971136
1 Oct 2025 10:40:00.000,4323.425968130444,738.988321657892,-5298.178208989811
1 Oct 2025 10:40:10.000,4270.581100347472,706.6725848507583,-5345.236993173014
1 Oct 2025 10:40:20.000,4217.162683920034,674.5041454747882,-5391.603893379462
1 Oct 2025 10:40:30.000,4163.103272865968,642.3466870786488,-5437.349595698802
1 Oct 2025 10:40:40.000,4108.485881086748,610.3165737509169,-5482.396166253685
1 Oct 2025 10:40:50.000,4053.2280144226006,578.3560646008183,-5526.812453896607
1 Oct 2025 10:41:00.000,3997.4353701564573,546.4397585536256,-5570.522751791948
1 Oct 2025 10:41:10.000,3941.099688283893,514.6693747618461,-5613.52481644424
1 Oct 2025 10:41:20.000,3884.1338216227405,482.99507119521627,-5655.884700839841
1 Oct 2025 10:41:30.000,3826.5447921659584,451.38503789308686,-5697.597225089864
1 Oct 2025 10:41:40.000,3768.523259690227,419.9656673170964,-5738.525173268482
1 Oct 2025 10:41:50.000,3709.8862320044777,388.6185084797688,-5778.799909277814
1 Oct 2025 10:42:00.000,3650.7327498514264,357.3955771375094,-5818.352609891513
1 Oct 2025 10:42:10.000,3591.063264852243,326.33742489572285,-5857.181686787126
1 Oct 2025 10:42:20.000,3530.889165063655,295.36160472710657,-5895.285666525742
1 Oct 2025 10:42:30.000,3470.2043503666628,264.5761084095956,-5932.663189138101
1 Oct 2025 10:42:40.000,3408.913428532538,233.89928609955166,-5969.372553444149
1 Oct 2025 10:42:50.000,3347.2230324739326,203.39746994702284,-6005.2924280563475
1 Oct 2025 10:43:00.000,3285.0317950571666,173.05700468316854,-6040.482436253635
1 Oct 2025 10:43:10.000,3222.3409118019276,142.87679181023412,-6074.941665999944
1 Oct 2025 10:43:20.000,3159.1505162548247,112.86052128602063,-6108.669316474819
1 Oct 2025 10:43:30.000,3095.4597979591867,83.01666429996533,-6141.6646983132905
1 Oct 2025 10:43:40.000,3031.3763363279613,53.30755882297211,-6173.874379809388
1 Oct 2025 10:43:50.000,2966.897571021007,23.803564805802296,-6205.301277380263
1 Oct 2025 10:44:00.000,2901.8034554254536,-5.4750291423216595,-6236.04962042669
1 Oct 2025 10:44:10.000,2836.4176476372513,-34.5998749902451,-6265.967401944453
1 Oct 2025 10:44:20.000,2770.5158492945266,-63.53292142409441,-6295.157950798694
1 Oct 2025 10:44:30.000,2704.3133130554584,-92.23677078587224,-6323.526895033809
1 Oct 2025 10:44:40.000,2637.579620733802,-120.75098464571903,-6351.17325659773
1 Oct 2025 10:44:50.000,2570.526887896051,-149.0712536340647,-6378.007451186964
1 Oct 2025 10:45:00.000,2503.0328890442047,-177.17102777856167,-6404.080414131063
1 Oct 2025 10:45:10.000,2435.1978588442717,-205.02726561321555,-6429.353388911893
1 Oct 2025 10:45:20.000,2367.0019265167793,-232.6850968080251,-6453.833772257031
1 Oct 2025 10:45:30.000,2298.4257106770683,-260.1306370406718,-6477.529061594905
1 Oct 2025 10:45:40.000,2229.4532877684887,-287.296849571268,-6500.446855544341
1 Oct 2025 10:45:50.000,2160.161038544638,-314.27450729323624,-6522.556771806897
1 Oct 2025 10:46:00.000,2090.5302633039637,-340.96910147946363,-6543.8699844163975
1 Oct 2025 10:46:10.000,2020.5123272958654,-367.4535666843702,-6564.397736299461
1 Oct 2025 10:46:20.000,1950.1932121493767,-393.6542107184997,-6584.116627606207
1 Oct 2025 10:46:30.000,1879.63128370052,-419.62435073786406,-6603.007760296084
1 Oct 2025 10:46:40.000,1808.7668225102273,-445.3669891861028,-6621.08915730964
1 Oct 2025 10:46:50.000,1737.5532570564721,-470.7926862347674,-6638.378799245831
1 Oct 2025 10:47:00.000,1666.0146127126193,-495.9690294096564,-6654.864296371238
1 Oct 2025 10:47:10.000,1594.2969158130477,-520.9098602476859,-6670.508213586158
1 Oct 2025 10:47:20.000,1522.309166292191,-545.5667961491557,-6685.337822755498
1 Oct 2025 10:47:30.000,1450.0586212357366,-569.9219118541522,-6699.352904862443
1 Oct 2025 10:47:40.000,1377.5162410565865,-594.0013893970271,-6712.556971038059
1 Oct 2025 10:47:50.000,1304.7610690268564,-617.8184676888457,-6724.931865800385
1 Oct 2025 10:48:00.000,1231.7531383332243,-641.3150727326081,-6736.4907939745735
1 Oct 2025 10:48:10.000,1158.615047242769,-664.5826675667831,-6747.2032129904455
1 Oct 2025 10:48:20.000,1085.1596238635886,-687.4790000904375,-6757.115527027967
1 Oct 2025 10:48:30.000,1011.5733502296413,-710.1068046708289,-6766.186280231565
1 Oct 2025 10:48:40.000,937.7985464009829,-732.450394498375,-6774.426880945024
1 Oct 2025 10:48:50.000,863.8774632183611,-754.5047948625756,-6781.832210375458
1 Oct 2025 10:49:00.000,789.7158955287925,-776.2013866004548,-6788.421721359306
1 Oct 2025 10:49:10.000,715.4812899862927,-797.6775576325364,-6794.159796343211
1 Oct 2025 10:49:20.000,640.9933271200488,-818.7269511997301,-6799.089868177339
1 Oct 2025 10:49:30.000,566.4779426929371,-839.5810352918209,-6803.162266082453
1 Oct 2025 10:49:40.000,491.762958567606,-860.0460386551608,-6806.4161081944385
1 Oct 2025 10:49:50.000,416.95286069490953,-880.2181606698414,-6808.830798753966
1 Oct 2025 10:50:00.000,341.9821358514806,-899.9530673730715,-6810.428918504282
1 Oct 2025 10:50:10.000,266.9835117025199,-919.501841849102,-6811.1706931680255
1 Oct 2025 10:50:20.000,191.86531402348362,-938.6676328638733,-6811.0866093252625
1 Oct 2025 10:50:30.000,116.6688690894569,-957.4510154805595,-6810.175132718006
1 Oct 2025 10:50:40.000,41.41146004396023,-975.9691477303761,-6808.419709189758
1 Oct 2025 10:50:50.000,-33.903592711745844,-994.1969003249532,-6805.823497391693
1 Oct 2025 10:51:00.000,-109.26978431656815,-1011.9487352510707,-6802.413496652339
1 Oct 2025 10:51:10.000,-184.68406130181512,-1029.453648009954,-6798.156131437299
1 Oct 2025 10:51:20.000,-260.12607013658334,-1046.6187584742413,-6793.065123213978
1 Oct 2025 10:51:30.000,-335.56863638255,-1063.366314305726,-6787.153698682683
1 Oct 2025 10:51:40.000,-411.0373707665497,-1079.8477298149091,-6780.397277730816
1 Oct 2025 10:51:50.000,-486.50654004386257,-1095.9635136242896,-6772.812252315958
1 Oct 2025 10:52:00.000,-561.9674690083084,-1111.7070384545445,-6764.400240070935
1 Oct 2025 10:52:10.000,-637.3611993470628,-1127.0662825287704,-6755.168559373326
1 Oct 2025 10:52:20.000,-712.7363012329837,-1142.0734424290888,-6745.10820289146
1 Oct 2025 10:52:30.000,-788.0996156701751,-1156.7448021498267,-6734.2148742562995
1 Oct 2025 10:52:40.000,-863.421801719027,-1171.0867810773684,-6722.4897680659815
1 Oct 2025 10:52:50.000,-938.6627563781464,-1185.0842259464673,-6709.940271961053
1 Oct 2025 10:53:00.000,-1013.8185756316635,-1198.6622508509356,-6696.580565975499
1 Oct 2025 10:53:10.000,-1088.879639675295,-1211.8711710820132,-6682.403715573114
1 Oct 2025 10:53:20.000,-1163.8667989045857,-1224.7108105969628,-6667.4063287746585
1 Oct 2025 10:53:30.000,-1238.7465889953096,-1237.2079155504944,-6651.588759343982
1 Oct 2025 10:53:40.000,-1313.5156118090533,-1249.3416495524455,-6634.9552935996
1 Oct 2025 10:53:50.000,-1388.1358925775016,-1261.1075504825212,-6617.514309110692
1 Oct 2025 10:54:00.000,-1462.6870855854847,-1272.5280085652805,-6599.244590958673
1 Oct 2025 10:54:10.000,-1537.0183831193767,-1283.5191425224584,-6580.194683210901
1 Oct 2025 10:54:20.000,-1611.2497820203596,-1294.2048396765813,-6560.313843450031
1 Oct 2025 10:54:30.000,-1685.357433687061,-1304.506079738767,-6539.621198699757
1 Oct 2025 10:54:40.000,-1759.1633846170848,-1314.3436764853911,-6518.178685829234
1 Oct 2025 10:54:50.000,-1832.8607295183106,-1323.9028660385566,-6495.899601898208
1 Oct 2025 10:55:00.000,-1906.3999646559857,-1333.1094859477575,-6472.809957732493
1 Oct 2025 10:55:10.000,-1979.7359944014586,-1341.8734618631624,-6448.940378299317
1 Oct 2025 10:55:20.000,-2052.8282249272665,-1350.2932571749855,-6424.283285407587
1 Oct 2025 10:55:30.000,-2125.6167710944273,-1358.292473228633,-6398.875189612502
1 Oct 2025 10:55:40.000,-2198.306816335084,-1365.9973313778355,-6372.621876812479
1 Oct 2025 10:55:50.000,-2270.63431836402,-1373.220882685443,-6345.651477262623
1 Oct 2025 10:56:00.000,-2342.7653842169407,-1380.142025235994,-6317.868856940751
1 Oct 2025 10:56:10.000,-2414.632267276132,-1386.6757038403678,-6289.315534836823
1 Oct 2025 10:56:20.000,-2486.241510450854,-1392.8251030018143,-6259.988011651965
1 Oct 2025 10:56:30.000,-2557.5781348992437,-1398.6287964119092,-6229.882909045905
1 Oct 2025 10:56:40.000,-2628.6538972505086,-1404.0751648413523,-6198.996969322029
1 Oct 2025 10:56:50.000,-2699.2911411614077,-1409.0431568803883,-6167.433222994902
1 Oct 2025 10:57:00.000,-2769.76939460191,-1413.704422617975,-6135.032797350685
1 Oct 2025 10:57:10.000,-2839.865670146938,-1418.0229949742186,-6101.900087756406
1 Oct 2025 10:57:20.000,-2909.624720187594,-1421.9132634506243,-6068.035693672761
1 Oct 2025 10:57:30.000,-2979.0188001637944,-1425.4311740392739,-6033.440323588938
1 Oct 2025 10:57:40.000,-3048.141540982174,-1428.624288382583,-5998.056133491393
1 Oct 2025 10:57:50.000,-3116.826912491551,-1431.3461908365068,-5962.000281787275
1 Oct 2025 10:58:00.000,-3185.216107982475,-1433.7863647054844,-5925.155385405944
1 Oct 2025 10:58:10.000,-3253.146321644587,-1435.7942554134045,-5887.643240885577
1 Oct 2025 10:58:20.000,-3320.7845972896525,-1437.496468815531,-5849.342298369543
1 Oct 2025 10:58:30.000,-3387.946210142303,-1438.793739957601,-5810.37894992289
1 Oct 2025 10:58:40.000,-3454.730273552917,-1439.7062892044232,-5770.69272929045
1 Oct 2025 10:58:50.000,-3521.1170774079264,-1440.2694777182064,-5730.285244208876
1 Oct 2025 10:59:00.000,-3586.9950127020197,-1440.4815446135963,-5689.225550771836
1 Oct 2025 10:59:10.000,-3652.58141731921,-1440.3256023788117,-5647.3818758970165
1 Oct 2025 10:59:20.000,-3717.673803494588,-1439.756714126731,-5604.891880127085
1 Oct 2025 10:59:30.000,-3782.2311524740494,-1438.87195937013,-5561.760759264605
1 Oct 2025 10:59:40.000,-3846.4695562584725,-1437.6391577322545,-5517.850755973841
1 Oct 2025 10:59:50.000,-3910.190928632523,-1436.014981966717,-5473.3061268408055
1 Oct 2025 11:00:00.000,-3973.380932849268,-1434.0269879903542,-5428.132329052927
1 Oct 2025 11:00:10.000,-4036.114619076606,-1431.734205505391,-5382.260320436355
1 Oct 2025 11:00:20.000,-4098.338492298081,-1428.9879235567776,-5335.768258447885
1 Oct 2025 11:00:30.000,-4160.077248559347,-1425.984224494513,-5288.585270210803
1 Oct 2025 11:00:40.000,-4221.366201925892,-1422.6008358523725,-5240.714154014008
1 Oct 2025 11:00:50.000,-4282.104672089837,-1418.8277644917498,-5192.236351655476
1 Oct 2025 11:01:00.000,-4342.255949540818,-1414.7615284141602,-5143.157802651884
1 Oct 2025 11:01:10.000,-4401.918189412617,-1410.3763443988219,-5093.404062193362
1 Oct 2025 11:01:20.000,-4461.01831500305,-1405.5863461829067,-5043.059749310757
1 Oct 2025 11:01:30.000,-4519.628652447127,-1400.4348522198807,-4992.048684455093
1 Oct 2025 11:01:40.000,-4577.629002890931,-1394.9920186806257,-4940.457567275852
1 Oct 2025 11:01:50.000,-4635.033352239384,-1389.197347601077,-4888.292710789862
1 Oct 2025 11:02:00.000,-4691.912675603746,-1383.092079899744,-4835.475381894278
1 Oct 2025 11:02:10.000,-4748.174254807819,-1376.6683090352888,-4782.09531579753
1 Oct 2025 11:02:20.000,-4803.832353830407,-1369.8593722756889,-4728.159032654599
1 Oct 2025 11:02:30.000,-4858.932228270319,-1362.7864355182132,-4673.585329450502
1 Oct 2025 11:02:40.000,-4913.43168036057,-1355.2717583666554,-4618.466880857583
1 Oct 2025 11:02:50.000,-4967.327604349751,-1347.6076783576445,-4562.720892085223
1 Oct 2025 11:03:00.000,-5020.5269946792305,-1339.5087013490504,-4506.532326677552
1 Oct 2025 11:03:10.000,-5073.150742452921,-1331.1159151687339,-4449.72814959565
1 Oct 2025 11:03:20.000,-5125.113298033574,-1322.4224607710908,-4392.40479775472
1 Oct 2025 11:03:30.000,-5176.502851985865,-1313.3706768966522,-4334.476379663633
1 Oct 2025 11:03:40.000,-5227.212817409214,-1304.0433288345878,-4276.041160608123
1 Oct 2025 11:03:50.000,-5277.235403044048,-1294.4543294643722,-4217.106246296114
1 Oct 2025 11:04:00.000,-5326.585468484659,-1284.5245933919164,-4157.678792312761
1 Oct 2025 11:04:10.000,-5375.324913651307,-1274.2818569542733,-4097.6699696160085
1 Oct 2025 11:04:20.000,-5423.283586537537,-1263.7983841809892,-4037.278330469038
1 Oct 2025 11:04:30.000,-5470.614972637117,-1253.0249595779637,-3976.318367487919
1 Oct 2025 11:04:40.000,-5517.330550847477,-1241.874915075352,-3914.795200066122
1 Oct 2025 11:04:50.000,-5563.245132094072,-1230.5205799410685,-3852.9121038649273
1 Oct 2025 11:05:00.000,-5608.527562877349,-1218.8092965614842,-3790.479257146496
1 Oct 2025 11:05:10.000,-5653.061619000306,-1206.9320720974786,-3727.602498432907
1 Oct 2025 11:05:20.000,-5696.883148153917,-1194.703380475148,-3664.2894162340517
1 Oct 2025 11:05:30.000,-5739.964568082507,-1182.232149644489,-3600.547639843602
1 Oct 2025 11:05:40.000,-5782.380787999778,-1169.440637274886,-3536.282345360481
1 Oct 2025 11:05:50.000,-5823.982762564607,-1156.4143012818904,-3471.7055746408764
1 Oct 2025 11:06:00.000,-5864.884863505082,-1143.1880971596674,-3406.619450633277
1 Oct 2025 11:06:10.000,-5905.040644067676,-1129.6575339691424,-3341.134292530162
1 Oct 2025 11:06:20.000,-5944.443992972179,-1115.8313603502456,-3275.257959299851
1 Oct 2025 11:06:30.000,-5983.124898680118,-1101.8328652625805,-3208.89268092735
1 Oct 2025 11:06:40.000,-6020.985889067655,-1087.5469493073867,-3142.257124002314
1 Oct 2025 11:06:50.000,-6058.111800657836,-1073.1080101970995,-3075.147348458701
1 Oct 2025 11:07:00.000,-6094.479727617319,-1058.3037591105215,-3007.6770572281966
1 Oct 2025 11:07:10.000,-6130.047170932525,-1043.354971353873,-2939.8543185342596
1 Oct 2025 11:07:20.000,-6164.827715568705,-1028.1646218227709,-2871.6872328048253
1 Oct 2025 11:07:30.000,-6198.81638451438,-1012.7413583534358,-2803.1839304908003
1 Oct 2025 11:07:40.000,-6232.0083596634995,-997.0938195780626,-2734.3525724669735
1 Oct 2025 11:07:50.000,-6264.46209253552,-981.1285557781284,-2665.091262708259
1 Oct 2025 11:08:00.000,-6296.090191526045,-965.0644239818847,-2595.5173155656094
1 Oct 2025 11:08:10.000,-6326.86205687559,-948.7947297787493,-2525.7500758871065
1 Oct 2025 11:08:20.000,-6356.861922534278,-932.341532336937,-2455.576201159232
1 Oct 2025 11:08:30.000,-6386.0568894827975,-915.5950806182377,-2385.114606077451
1 Oct 2025 11:08:40.000,-6414.450828937178,-898.791956477928,-2314.2612275593856
1 Oct 2025 11:08:50.000,-6441.990367505858,-881.7058461023721,-2243.2488717656884
1 Oct 2025 11:09:00.000,-6468.697154675624,-864.4626604395668,-2171.973963627131
1 Oct 2025 11:09:10.000,-6494.618889917871,-846.9623002457549,-2100.331264161029
1 Oct 2025 11:09:20.000,-6519.662890901278,-829.316016222808,-2028.556175851725
1 Oct 2025 11:09:30.000,-6543.897501097075,-811.5415026458177,-1956.4294719086183
1 Oct 2025 11:09:40.000,-6567.283316277638,-793.6425444103231,-1884.0733546741294
1 Oct 2025 11:09:50.000,-6589.799583648854,-775.5088612086726,-1811.6115156931974
1 Oct 2025 11:10:00.000,-6611.493487633624,-757.2707348629364,-1738.8225810288266
1 Oct 2025 11:10:10.000,-6632.342671935827,-738.8169098982939,-1665.8299308799706
1 Oct 2025 11:10:20.000,-6652.331160354972,-720.2707883848664,-1592.6421704790062
1 Oct 2025 11:10:30.000,-6671.495282228816,-701.527045362366,-1519.1515307199074
1 Oct 2025 11:10:40.000,-6689.765959977925,-682.7040725310774,-1445.5991505377478
1 Oct 2025 11:10:50.000,-6707.180417588119,-663.696084710488,-1371.8775829607007
1 Oct 2025 11:11:00.000,-6723.73579739204,-644.5104454478305,-1297.9954929955318
1 Oct 2025 11:11:10.000,-6739.439730625439,-625.274211301728,-1223.8441382642627
1 Oct 2025 11:11:20.000,-6754.257381359722,-605.8735780294259,-1149.666826998599
1 Oct 2025 11:11:30.000,-6768.217320941419,-586.4378735842361,-1075.2372254326656
1 Oct 2025 11:11:40.000,-6781.289452525147,-566.8535291177277,-1000.7995557441312
1 Oct 2025 11:11:50.000,-6793.507700734117,-547.131066413463,-926.1266695258049
1 Oct 2025 11:12:00.000,-6804.842104684768,-527.3951125732287,-851.345192951394
1 Oct 2025 11:12:10.000,-6815.295981368207,-507.4148761941574,-776.5824572100155
1 Oct 2025 11:12:20.000,-6824.877820052302,-487.4377192920764,-701.6102963045677
1 Oct 2025 11:12:30.000,-6833.572202933731,-467.47050094831434,-626.555903536912
1 Oct 2025 11:12:40.000,-6841.394280166586,-447.2824071214063,-551.4280838132173
1 Oct 2025 11:12:50.000,-6848.325864759697,-426.9995818077341,-476.35466595573934
1 Oct 2025 11:13:00.000,-6854.376515049091,-406.75035623247976,-401.1065118083645
1 Oct 2025 11:13:10.000,-6859.5433211492455,-386.4222897674781,-325.81136348437565
1 Oct 2025 11:13:20.000,-6863.825306861568,-366.0229078546477,-250.47804488233012
1 Oct 2025 11:13:30.000,-6867.22765891348,-345.4399735893811,-175.11538312474318
1 Oct 2025 11:13:40.000,-6869.737251399011,-324.92072384692915,-99.73220758719727
1 Oct 2025 11:13:50.000,-6871.359898501016,-304.35294092162974,-24.3373492838565
1 Oct 2025 11:14:00.000,-6872.09515707471,-283.74427196810444,51.060359848943804
1 Oct 2025 11:14:10.000,-6871.944927891353,-263.1023942736921,126.33280656350182
1 Oct 2025 11:14:20.000,-6870.9059452544925,-242.43477636752698,201.70975213561655
1 Oct 2025 11:14:30.000,-6868.979060016529,-221.74911653000743,277.06306832291165
1 Oct 2025 11:14:40.000,-6866.164368837006,-201.05301714369682,352.3839264438489
1 Oct 2025 11:14:50.000,-6862.462105065348,-180.35408083219397,427.66350051379584
1 Oct 2025 11:15:00.000,-6857.875416910339,-159.54027654922788,502.89296764657894
1 Oct 2025 11:15:10.000,-6852.398873629605,-138.85868306817116,578.0635090756809
1 Oct 2025 11:15:20.000,-6846.049715811346,-118.07783195137344,653.0475419392897
1 Oct 2025 11:15:30.000,-6838.804442678721,-97.3247007924567,728.0739246383118
1 Oct 2025 11:15:40.000,-6830.674046363434,-76.60711986021823,803.014970319355
1 Oct 2025 11:15:50.000,-6821.674887274236,-55.932831299890466,877.7435454696224
1 Oct 2025 11:16:00.000,-6811.779417233246,-35.1903223920513,952.487708908512
1 Oct 2025 11:16:10.000,-6801.001625808088,-14.506607563189561,1027.1201852924773
1 Oct 2025 11:16:20.000,-6789.362188713533,6.110705303015166,1101.51442343259
1 Oct 2025 11:16:30.000,-6776.825062204771,26.77225350122699,1175.8974359780507
1 Oct 2025 11:16:40.000,-6763.432290137018,47.23376913068784,1250.0251537297984
1 Oct 2025 11:16:50.000,-6749.14090075132,67.84153941438502,1324.1237554977731
1 Oct 2025 11:17:00.000,-6734.000293368495,88.23417470035668,1397.9501060850982
1 Oct 2025 11:17:10.000,-6717.988043170689,108.63928444720685,1471.6128705259312
1 Oct 2025 11:17:20.000,-6701.105340050964,129.04839625864685,1545.1033885703039
1 Oct 2025 11:17:30.000,-6683.327870966088,149.33575396877396,1618.529005662784
1 Oct 2025 11:17:40.000,-6664.71339410645,169.4949329593866,1691.6487963474704
1 Oct 2025 11:17:50.000,-6645.2343000237815,189.63379778859215,1764.5704338633536
1 Oct 2025 11:18:00.000,-6624.924408171878,209.74479066509872,1837.1703008928034
1 Oct 2025 11:18:10.000,-6603.726763294139,229.70213808743094,1909.6702030148933
1 Oct 2025 11:18:20.000,-6581.675250613648,249.49912883013172,1981.9462193983009
1 Oct 2025 11:18:30.000,-6558.76369520296,269.3572110554013,2053.989804716056
1 Oct 2025 11:18:40.000,-6535.040572283844,289.03996350830886,2125.678903939415
1 Oct 2025 11:18:50.000,-6510.436464924591,308.5367154800431,2197.232475033824
1 Oct 2025 11:19:00.000,-6485.0189760160965,328.06984182499986,2268.415408521757
1 Oct 2025 11:19:10.000,-6458.7648892760135,347.40209762678927,2339.3328110166804
1 Oct 2025 11:19:20.000,-6431.671725786301,366.6382346019867,2409.9762816905836
1 Oct 2025 11:19:30.000,-6403.742544632813,385.7693919446655,2480.3374447901383
1 Oct 2025 11:19:40.000,-6374.98761698569,404.6754052645881,2550.4079477262276
1 Oct 2025 11:19:50.000,-6345.396508763678,423.5703273282715,2620.17946327243
1 Oct 2025 11:20:00.000,-6315.034057015095,442.22648626354896,2689.533782641936
1 Oct 2025 11:20:10.000,-6283.79626777321,460.84953746524184,2758.682958723913
1 Oct 2025 11:20:20.000,-6251.7976485460385,479.2173548611105,2827.3994668799182
1 Oct 2025 11:20:30.000,-6218.978876074915,497.53642386163864,2895.7850356394088
1 Oct 2025 11:20:40.000,-6185.309495173612,515.5757557828905,2963.9392968806333
1 Oct 2025 11:20:50.000,-6150.930929688061,533.5556318146125,3031.5307847534737
1 Oct 2025 11:21:00.000,-6115.701455036283,551.3455216773236,3098.874755579064
1 Oct 2025 11:21:10.000,-6079.677274350806,568.9405557968101,3165.855370118167
1 Oct 2025 11:21:20.000,-6042.919366086278,586.3370585820487,3232.3591525996944
1 Oct 2025 11:21:30.000,-6005.310776230607,603.6200958540841,3298.589630167469
1 Oct 2025 11:21:40.000,-5966.98009655877,620.6855485442445,3364.3285814081155
1 Oct 2025 11:21:50.000,-5927.876311677118,637.5187855352008,3429.673574767928
1 Oct 2025 11:22:00.000,-5888.054100465708,654.2201392543351,3494.5138417364187
1 Oct 2025 11:22:10.000,-5847.397812206159,670.7651021336612,3559.0480800220694
1 Oct 2025 11:22:20.000,-5806.046819360802,687.054810093905,3623.063360896882
1 Oct 2025 11:22:30.000,-5763.87001262976,703.1660830957774,3686.7558074595777
1 Oct 2025 11:22:40.000,-5721.012054915551,719.0027982560373,3749.915270070782
1 Oct 2025 11:22:50.000,-5677.403430508948,734.647355156684,3812.635717055187
